,index,consider_len,end_time,buy_discount_rate,sell_discount_rate,buy_power_threshold,sell_power_threshold,buy_accel_threshold,sell_accel_threshold,buy_power_ratio_threshold,mean_earning_rate,total_trade_count,oscillation_count,oscillation_ratio
237,0,20,20200902092000,0.5,0.5,5,2,0.3,0.5,20000,-0.21,57,37,0.65
238,0,20,20200902093000,0.5,0.5,5,2,0.3,0.5,20000,-0.24,135,101,0.75
239,0,20,20200902101000,0.5,0.5,5,2,0.3,0.5,20000,-0.28,257,201,0.78
240,0,20,20200902091000,0.5,0.5,5,2,0.3,0.7,100,-0.32,57,45,0.79
241,0,20,20200902092000,0.5,0.5,5,2,0.3,0.7,100,-0.33,200,149,0.74
242,0,20,20200902093000,0.5,0.5,5,2,0.3,0.7,100,-0.36,430,342,0.8
243,0,20,20200902101000,0.5,0.5,5,2,0.3,0.7,100,-0.36,774,618,0.8
244,0,20,20200902091000,0.5,0.5,5,2,0.3,0.7,2000,-0.26,34,24,0.71
245,0,20,20200902092000,0.5,0.5,5,2,0.3,0.7,2000,-0.25,129,89,0.69
246,0,20,20200902093000,0.5,0.5,5,2,0.3,0.7,2000,-0.3,286,216,0.76
247,0,20,20200902101000,0.5,0.5,5,2,0.3,0.7,2000,-0.32,527,405,0.77
248,0,20,20200902091000,0.5,0.5,5,2,0.3,0.7,20000,-0.17,14,9,0.64
249,0,20,20200902092000,0.5,0.5,5,2,0.3,0.7,20000,-0.18,53,34,0.64
250,0,20,20200902093000,0.5,0.5,5,2,0.3,0.7,20000,-0.24,125,91,0.73
251,0,20,20200902101000,0.5,0.5,5,2,0.3,0.7,20000,-0.26,239,179,0.75
252,0,20,20200902091000,0.5,0.5,5,2,0.5,0.3,100,-0.3,47,38,0.81
253,0,20,20200902092000,0.5,0.5,5,2,0.5,0.3,100,-0.31,131,106,0.81
254,0,20,20200902093000,0.5,0.5,5,2,0.5,0.3,100,-0.31,221,188,0.85
255,0,20,20200902101000,0.5,0.5,5,2,0.5,0.3,100,-0.31,365,313,0.86
256,0,20,20200902091000,0.5,0.5,5,2,0.5,0.3,2000,-0.3,21,16,0.76
257,0,20,20200902092000,0.5,0.5,5,2,0.5,0.3,2000,-0.3,61,48,0.79
258,0,20,20200902093000,0.5,0.5,5,2,0.5,0.3,2000,-0.32,95,80,0.84
259,0,20,20200902101000,0.5,0.5,5,2,0.5,0.3,2000,-0.29,183,154,0.84
260,0,20,20200902091000,0.5,0.5,5,2,0.5,0.3,20000,-0.2,7,5,0.71
261,0,20,20200902092000,0.5,0.5,5,2,0.5,0.3,20000,-0.23,19,13,0.68
262,0,20,20200902093000,0.5,0.5,5,2,0.5,0.3,20000,-0.28,26,20,0.77
263,0,20,20200902101000,0.5,0.5,5,2,0.5,0.3,20000,-0.31,56,45,0.8
264,0,20,20200902091000,0.5,0.5,5,2,0.5,0.5,100,-0.39,23,17,0.74
265,0,20,20200902092000,0.5,0.5,5,2,0.5,0.5,100,-0.3,65,46,0.71
266,0,20,20200902093000,0.5,0.5,5,2,0.5,0.5,100,-0.33,109,82,0.75
267,0,20,20200902101000,0.5,0.5,5,2,0.5,0.5,100,-0.32,178,140,0.79
268,0,20,20200902091000,0.5,0.5,5,2,0.5,0.5,2000,-0.39,13,9,0.69
269,0,20,20200902092000,0.5,0.5,5,2,0.5,0.5,2000,-0.26,33,20,0.61
270,0,20,20200902093000,0.5,0.5,5,2,0.5,0.5,2000,-0.31,55,37,0.67
271,0,20,20200902101000,0.5,0.5,5,2,0.5,0.5,2000,-0.26,98,71,0.72
272,0,20,20200902091000,0.5,0.5,5,2,0.5,0.5,20000,-0.32,4,2,0.5
273,0,20,20200902092000,0.5,0.5,5,2,0.5,0.5,20000,-0.15,12,5,0.42
274,0,20,20200902093000,0.5,0.5,5,2,0.5,0.5,20000,-0.23,18,9,0.5
275,0,20,20200902101000,0.5,0.5,5,2,0.5,0.5,20000,-0.15,34,20,0.59
276,0,20,20200902091000,0.5,0.5,5,2,0.5,0.7,100,-0.42,23,18,0.78
277,0,20,20200902092000,0.5,0.5,5,2,0.5,0.7,100,-0.31,58,40,0.69
278,0,20,20200902093000,0.5,0.5,5,2,0.5,0.7,100,-0.34,99,71,0.72
